subset_id,feature_family,feature_count,model,split,condition,baseline_condition,accuracy,macro_f1,weighted_f1,accuracy_loss_vs_original,macro_f1_loss_vs_original,weighted_f1_loss_vs_original,rows
all_rows,function_word,57,linear_discriminant_shrinkage,test,original,original,0.574074,0.566936,0.566936,0.0,0.0,0.0,54
all_rows,function_word,57,linear_discriminant_shrinkage,test,paraphrase,original,0.462963,0.42516,0.42516,0.111111,0.141776,0.141776,54
all_rows,function_word,57,linear_discriminant_shrinkage,test,modernize,original,0.518519,0.499919,0.499919,0.055555,0.067017,0.067017,54
all_rows,function_word,57,linear_discriminant_shrinkage,test,simplify,original,0.537037,0.514471,0.514471,0.037037,0.052465,0.052465,54
all_rows,length_rhythm,8,nearest_centroid,validation,original,original,0.351852,0.322724,0.322724,0.0,0.0,0.0,54
all_rows,length_rhythm,8,nearest_centroid,validation,paraphrase,original,0.333333,0.311953,0.311953,0.018519,0.010771,0.010771,54
all_rows,length_rhythm,8,nearest_centroid,validation,modernize,original,0.388889,0.381944,0.381944,-0.037037,-0.05922,-0.05922,54
all_rows,length_rhythm,8,nearest_centroid,validation,simplify,original,0.333333,0.261857,0.261857,0.018519,0.060867,0.060867,54
all_rows,length_rhythm,8,nearest_centroid,test,original,original,0.314815,0.284628,0.284628,0.0,0.0,0.0,54
all_rows,length_rhythm,8,nearest_centroid,test,paraphrase,original,0.333333,0.312817,0.312817,-0.018518,-0.028189,-0.028189,54
all_rows,length_rhythm,8,nearest_centroid,test,modernize,original,0.37037,0.367094,0.367094,-0.055555,-0.082466,-0.082466,54
all_rows,length_rhythm,8,nearest_centroid,test,simplify,original,0.314815,0.27326,0.27326,0.0,0.011368,0.011368,54
all_rows,length_rhythm,8,diagonal_gaussian_nb,validation,original,original,0.296296,0.271934,0.271934,0.0,0.0,0.0,54
all_rows,length_rhythm,8,diagonal_gaussian_nb,validation,paraphrase,original,0.314815,0.281279,0.281279,-0.018519,-0.009345,-0.009345,54
all_rows,length_rhythm,8,diagonal_gaussian_nb,validation,modernize,original,0.259259,0.231613,0.231613,0.037037,0.040321,0.040321,54
all_rows,length_rhythm,8,diagonal_gaussian_nb,validation,simplify,original,0.222222,0.211592,0.211592,0.074074,0.060342,0.060342,54
all_rows,length_rhythm,8,diagonal_gaussian_nb,test,original,original,0.388889,0.335566,0.335566,0.0,0.0,0.0,54
all_rows,length_rhythm,8,diagonal_gaussian_nb,test,paraphrase,original,0.314815,0.276525,0.276525,0.074074,0.059041,0.059041,54
all_rows,length_rhythm,8,diagonal_gaussian_nb,test,modernize,original,0.407407,0.367884,0.367884,-0.018518,-0.032318,-0.032318,54
all_rows,length_rhythm,8,diagonal_gaussian_nb,test,simplify,original,0.314815,0.284029,0.284029,0.074074,0.051537,0.051537,54
all_rows,length_rhythm,8,linear_discriminant_shrinkage,validation,original,original,0.333333,0.295865,0.295865,0.0,0.0,0.0,54
all_rows,length_rhythm,8,linear_discriminant_shrinkage,validation,paraphrase,original,0.314815,0.28644,0.28644,0.018518,0.009425,0.009425,54
all_rows,length_rhythm,8,linear_discriminant_shrinkage,validation,modernize,original,0.407407,0.389375,0.389375,-0.074074,-0.09351,-0.09351,54
all_rows,length_rhythm,8,linear_discriminant_shrinkage,validation,simplify,original,0.296296,0.258239,0.258239,0.037037,0.037626,0.037626,54
all_rows,length_rhythm,8,linear_discriminant_shrinkage,test,original,original,0.333333,0.30105,0.30105,0.0,0.0,0.0,54
all_rows,length_rhythm,8,linear_discriminant_shrinkage,test,paraphrase,original,0.351852,0.326356,0.326356,-0.018519,-0.025306,-0.025306,54
all_rows,length_rhythm,8,linear_discriminant_shrinkage,test,modernize,original,0.351852,0.336507,0.336507,-0.018519,-0.035457,-0.035457,54
all_rows,length_rhythm,8,linear_discriminant_shrinkage,test,simplify,original,0.37037,0.317693,0.317693,-0.037037,-0.016643,-0.016643,54
all_rows,lexical_richness,6,nearest_centroid,validation,original,original,0.240741,0.201521,0.201521,0.0,0.0,0.0,54
all_rows,lexical_richness,6,nearest_centroid,validation,paraphrase,original,0.148148,0.049383,0.049383,0.092593,0.152138,0.152138,54
all_rows,lexical_richness,6,nearest_centroid,validation,modernize,original,0.277778,0.224641,0.224641,-0.037037,-0.02312,-0.02312,54
all_rows,lexical_richness,6,nearest_centroid,validation,simplify,original,0.296296,0.241284,0.241284,-0.055555,-0.039763,-0.039763,54
all_rows,lexical_richness,6,nearest_centroid,test,original,original,0.37037,0.368784,0.368784,0.0,0.0,0.0,54
all_rows,lexical_richness,6,nearest_centroid,test,paraphrase,original,0.166667,0.10056,0.10056,0.203703,0.268224,0.268224,54
all_rows,lexical_richness,6,nearest_centroid,test,modernize,original,0.277778,0.275047,0.275047,0.092592,0.093737,0.093737,54
all_rows,lexical_richness,6,nearest_centroid,test,simplify,original,0.259259,0.246499,0.246499,0.111111,0.122285,0.122285,54
all_rows,lexical_richness,6,diagonal_gaussian_nb,validation,original,original,0.259259,0.242087,0.242087,0.0,0.0,0.0,54
all_rows,lexical_richness,6,diagonal_gaussian_nb,validation,paraphrase,original,0.111111,0.049887,0.049887,0.148148,0.1922,0.1922,54
all_rows,lexical_richness,6,diagonal_gaussian_nb,validation,modernize,original,0.240741,0.227931,0.227931,0.018518,0.014156,0.014156,54
all_rows,lexical_richness,6,diagonal_gaussian_nb,validation,simplify,original,0.277778,0.291424,0.291424,-0.018519,-0.049337,-0.049337,54
all_rows,lexical_richness,6,diagonal_gaussian_nb,test,original,original,0.388889,0.35664,0.35664,0.0,0.0,0.0,54
all_rows,lexical_richness,6,diagonal_gaussian_nb,test,paraphrase,original,0.240741,0.160714,0.160714,0.148148,0.195926,0.195926,54
all_rows,lexical_richness,6,diagonal_gaussian_nb,test,modernize,original,0.296296,0.301916,0.301916,0.092593,0.054724,0.054724,54
all_rows,lexical_richness,6,diagonal_gaussian_nb,test,simplify,original,0.296296,0.295481,0.295481,0.092593,0.061159,0.061159,54
all_rows,lexical_richness,6,linear_discriminant_shrinkage,validation,original,original,0.277778,0.251379,0.251379,0.0,0.0,0.0,54
all_rows,lexical_richness,6,linear_discriminant_shrinkage,validation,paraphrase,original,0.12963,0.057778,0.057778,0.148148,0.193601,0.193601,54
all_rows,lexical_richness,6,linear_discriminant_shrinkage,validation,modernize,original,0.314815,0.272559,0.272559,-0.037037,-0.02118,-0.02118,54
all_rows,lexical_richness,6,linear_discriminant_shrinkage,validation,simplify,original,0.314815,0.269224,0.269224,-0.037037,-0.017845,-0.017845,54
all_rows,lexical_richness,6,linear_discriminant_shrinkage,test,original,original,0.37037,0.370578,0.370578,0.0,0.0,0.0,54
all_rows,lexical_richness,6,linear_discriminant_shrinkage,test,paraphrase,original,0.203704,0.130244,0.130244,0.166666,0.240334,0.240334,54
all_rows,lexical_richness,6,linear_discriminant_shrinkage,test,modernize,original,0.277778,0.275047,0.275047,0.092592,0.095531,0.095531,54
all_rows,lexical_richness,6,linear_discriminant_shrinkage,test,simplify,original,0.259259,0.257571,0.257571,0.111111,0.113007,0.113007,54
all_rows,punctuation,10,nearest_centroid,validation,original,original,0.444444,0.439218,0.439218,0.0,0.0,0.0,54
all_rows,punctuation,10,nearest_centroid,validation,paraphrase,original,0.388889,0.369735,0.369735,0.055555,0.069483,0.069483,54
all_rows,punctuation,10,nearest_centroid,validation,modernize,original,0.388889,0.3794,0.3794,0.055555,0.059818,0.059818,54
all_rows,punctuation,10,nearest_centroid,validation,simplify,original,0.444444,0.412726,0.412726,0.0,0.026492,0.026492,54
all_rows,punctuation,10,nearest_centroid,test,original,original,0.444444,0.436272,0.436272,0.0,0.0,0.0,54
all_rows,punctuation,10,nearest_centroid,test,paraphrase,original,0.462963,0.471368,0.471368,-0.018519,-0.035096,-0.035096,54
all_rows,punctuation,10,nearest_centroid,test,modernize,original,0.481481,0.46842,0.46842,-0.037037,-0.032148,-0.032148,54
all_rows,punctuation,10,nearest_centroid,test,simplify,original,0.425926,0.406996,0.406996,0.018518,0.029276,0.029276,54
all_rows,punctuation,10,diagonal_gaussian_nb,validation,original,original,0.444444,0.35518,0.35518,0.0,0.0,0.0,54
all_rows,punctuation,10,diagonal_gaussian_nb,validation,paraphrase,original,0.351852,0.26126,0.26126,0.092592,0.09392,0.09392,54
all_rows,punctuation,10,diagonal_gaussian_nb,validation,modernize,original,0.407407,0.322438,0.322438,0.037037,0.032742,0.032742,54
all_rows,punctuation,10,diagonal_gaussian_nb,validation,simplify,original,0.37037,0.300683,0.300683,0.074074,0.054497,0.054497,54
all_rows,punctuation,10,diagonal_gaussian_nb,test,original,original,0.407407,0.313272,0.313272,0.0,0.0,0.0,54
all_rows,punctuation,10,diagonal_gaussian_nb,test,paraphrase,original,0.462963,0.344203,0.344203,-0.055556,-0.030931,-0.030931,54
all_rows,punctuation,10,diagonal_gaussian_nb,test,modernize,original,0.444444,0.346701,0.346701,-0.037037,-0.033429,-0.033429,54
all_rows,punctuation,10,diagonal_gaussian_nb,test,simplify,original,0.388889,0.310692,0.310692,0.018518,0.00258,0.00258,54
all_rows,punctuation,10,linear_discriminant_shrinkage,validation,original,original,0.5,0.495595,0.495595,0.0,0.0,0.0,54
all_rows,punctuation,10,linear_discriminant_shrinkage,validation,paraphrase,original,0.425926,0.411972,0.411972,0.074074,0.083623,0.083623,54
all_rows,punctuation,10,linear_discriminant_shrinkage,validation,modernize,original,0.425926,0.403121,0.403121,0.074074,0.092474,0.092474,54
all_rows,punctuation,10,linear_discriminant_shrinkage,validation,simplify,original,0.425926,0.398755,0.398755,0.074074,0.09684,0.09684,54
all_rows,punctuation,10,linear_discriminant_shrinkage,test,original,original,0.518519,0.506396,0.506396,0.0,0.0,0.0,54
all_rows,punctuation,10,linear_discriminant_shrinkage,test,paraphrase,original,0.462963,0.478868,0.478868,0.055556,0.027528,0.027528,54
all_rows,punctuation,10,linear_discriminant_shrinkage,test,modernize,original,0.481481,0.469936,0.469936,0.037038,0.03646,0.03646,54
all_rows,punctuation,10,linear_discriminant_shrinkage,test,simplify,original,0.407407,0.385913,0.385913,0.111112,0.120483,0.120483,54
all_rows,register_marker,4,nearest_centroid,validation,original,original,0.277778,0.276199,0.276199,0.0,0.0,0.0,54
all_rows,register_marker,4,nearest_centroid,validation,paraphrase,original,0.259259,0.220758,0.220758,0.018519,0.055441,0.055441,54
all_rows,register_marker,4,nearest_centroid,validation,modernize,original,0.259259,0.236593,0.236593,0.018519,0.039606,0.039606,54
all_rows,register_marker,4,nearest_centroid,validation,simplify,original,0.222222,0.170354,0.170354,0.055556,0.105845,0.105845,54
all_rows,register_marker,4,nearest_centroid,test,original,original,0.444444,0.45296,0.45296,0.0,0.0,0.0,54
all_rows,register_marker,4,nearest_centroid,test,paraphrase,original,0.351852,0.339827,0.339827,0.092592,0.113133,0.113133,54
all_rows,register_marker,4,nearest_centroid,test,modernize,original,0.37037,0.363892,0.363892,0.074074,0.089068,0.089068,54
all_rows,register_marker,4,nearest_centroid,test,simplify,original,0.296296,0.274056,0.274056,0.148148,0.178904,0.178904,54
all_rows,register_marker,4,diagonal_gaussian_nb,validation,original,original,0.240741,0.209396,0.209396,0.0,0.0,0.0,54
all_rows,register_marker,4,diagonal_gaussian_nb,validation,paraphrase,original,0.333333,0.265192,0.265192,-0.092592,-0.055796,-0.055796,54
all_rows,register_marker,4,diagonal_gaussian_nb,validation,modernize,original,0.296296,0.253535,0.253535,-0.055555,-0.044139,-0.044139,54
all_rows,register_marker,4,diagonal_gaussian_nb,validation,simplify,original,0.314815,0.243973,0.243973,-0.074074,-0.034577,-0.034577,54
all_rows,register_marker,4,diagonal_gaussian_nb,test,original,original,0.425926,0.394605,0.394605,0.0,0.0,0.0,54
all_rows,register_marker,4,diagonal_gaussian_nb,test,paraphrase,original,0.277778,0.196825,0.196825,0.148148,0.19778,0.19778,54
all_rows,register_marker,4,diagonal_gaussian_nb,test,modernize,original,0.296296,0.247993,0.247993,0.12963,0.146612,0.146612,54
all_rows,register_marker,4,diagonal_gaussian_nb,test,simplify,original,0.351852,0.2898,0.2898,0.074074,0.104805,0.104805,54
all_rows,register_marker,4,linear_discriminant_shrinkage,validation,original,original,0.277778,0.275737,0.275737,0.0,0.0,0.0,54
all_rows,register_marker,4,linear_discriminant_shrinkage,validation,paraphrase,original,0.222222,0.194325,0.194325,0.055556,0.081412,0.081412,54
all_rows,register_marker,4,linear_discriminant_shrinkage,validation,modernize,original,0.222222,0.210145,0.210145,0.055556,0.065592,0.065592,54
all_rows,register_marker,4,linear_discriminant_shrinkage,validation,simplify,original,0.203704,0.144689,0.144689,0.074074,0.131048,0.131048,54
all_rows,register_marker,4,linear_discriminant_shrinkage,test,original,original,0.407407,0.417904,0.417904,0.0,0.0,0.0,54
all_rows,register_marker,4,linear_discriminant_shrinkage,test,paraphrase,original,0.351852,0.339827,0.339827,0.055555,0.078077,0.078077,54
all_rows,register_marker,4,linear_discriminant_shrinkage,test,modernize,original,0.296296,0.295124,0.295124,0.111111,0.12278,0.12278,54
all_rows,register_marker,4,linear_discriminant_shrinkage,test,simplify,original,0.240741,0.230552,0.230552,0.166666,0.187352,0.187352,54
qc_pass_only,char3,120,nearest_centroid,validation,original,original,0.611111,0.59829,0.59829,0.0,0.0,0.0,54
qc_pass_only,char3,120,nearest_centroid,validation,paraphrase,original,0.363636,0.307493,0.315061,0.247475,0.290797,0.283229,44
qc_pass_only,char3,120,nearest_centroid,validation,modernize,original,0.54,0.522402,0.527979,0.071111,0.075888,0.070311,50
qc_pass_only,char3,120,nearest_centroid,validation,simplify,original,0.468085,0.421771,0.432311,0.143026,0.176519,0.165979,47
qc_pass_only,char3,120,nearest_centroid,test,original,original,0.648148,0.649932,0.649932,0.0,0.0,0.0,54
qc_pass_only,char3,120,nearest_centroid,test,paraphrase,original,0.382979,0.344368,0.330261,0.265169,0.305564,0.319671,47
qc_pass_only,char3,120,nearest_centroid,test,modernize,original,0.471698,0.448735,0.451396,0.17645,0.201197,0.198536,53
qc_pass_only,char3,120,nearest_centroid,test,simplify,original,0.509804,0.489281,0.493945,0.138344,0.160651,0.155987,51
qc_pass_only,char3,120,diagonal_gaussian_nb,validation,original,original,0.574074,0.559045,0.559045,0.0,0.0,0.0,54
qc_pass_only,char3,120,diagonal_gaussian_nb,validation,paraphrase,original,0.477273,0.440741,0.449242,0.096801,0.118304,0.109803,44
qc_pass_only,char3,120,diagonal_gaussian_nb,validation,modernize,original,0.52,0.500172,0.505122,0.054074,0.058873,0.053923,50
qc_pass_only,char3,120,diagonal_gaussian_nb,validation,simplify,original,0.468085,0.448767,0.460218,0.105989,0.110278,0.098827,47
qc_pass_only,char3,120,diagonal_gaussian_nb,test,original,original,0.722222,0.725259,0.725259,0.0,0.0,0.0,54
qc_pass_only,char3,120,diagonal_gaussian_nb,test,paraphrase,original,0.382979,0.367017,0.35548,0.339243,0.358242,0.369779,47
qc_pass_only,char3,120,diagonal_gaussian_nb,test,modernize,original,0.45283,0.447293,0.448186,0.269392,0.277966,0.277073,53
qc_pass_only,char3,120,diagonal_gaussian_nb,test,simplify,original,0.45098,0.416181,0.416656,0.271242,0.309078,0.308603,51
qc_pass_only,char3,120,linear_discriminant_shrinkage,validation,original,original,0.592593,0.58155,0.58155,0.0,0.0,0.0,54
qc_pass_only,char3,120,linear_discriminant_shrinkage,validation,paraphrase,original,0.386364,0.304657,0.320232,0.206229,0.276893,0.261318,44
qc_pass_only,char3,120,linear_discriminant_shrinkage,validation,modernize,original,0.5,0.492346,0.495885,0.092593,0.089204,0.085665,50
qc_pass_only,char3,120,linear_discriminant_shrinkage,validation,simplify,original,0.425532,0.399603,0.409726,0.167061,0.181947,0.171824,47
qc_pass_only,char3,120,linear_discriminant_shrinkage,test,original,original,0.648148,0.649932,0.649932,0.0,0.0,0.0,54
qc_pass_only,char3,120,linear_discriminant_shrinkage,test,paraphrase,original,0.425532,0.381603,0.367898,0.222616,0.268329,0.282034,47
qc_pass_only,char3,120,linear_discriminant_shrinkage,test,modernize,original,0.471698,0.455376,0.458162,0.17645,0.194556,0.19177,53
qc_pass_only,char3,120,linear_discriminant_shrinkage,test,simplify,original,0.490196,0.4643,0.468878,0.157952,0.185632,0.181054,51
qc_pass_only,function_word,57,nearest_centroid,validation,original,original,0.574074,0.571303,0.571303,0.0,0.0,0.0,54
qc_pass_only,function_word,57,nearest_centroid,validation,paraphrase,original,0.363636,0.331993,0.345232,0.210438,0.23931,0.226071,44
qc_pass_only,function_word,57,nearest_centroid,validation,modernize,original,0.5,0.490741,0.495556,0.074074,0.080562,0.075747,50
qc_pass_only,function_word,57,nearest_centroid,validation,simplify,original,0.468085,0.395366,0.414983,0.105989,0.175937,0.15632,47
qc_pass_only,function_word,57,nearest_centroid,test,original,original,0.592593,0.590119,0.590119,0.0,0.0,0.0,54
qc_pass_only,function_word,57,nearest_centroid,test,paraphrase,original,0.468085,0.437368,0.42191,0.124508,0.152751,0.168209,47
qc_pass_only,function_word,57,nearest_centroid,test,modernize,original,0.509434,0.484535,0.487872,0.083159,0.105584,0.102247,53
qc_pass_only,function_word,57,nearest_centroid,test,simplify,original,0.529412,0.501202,0.504617,0.063181,0.088917,0.085502,51
qc_pass_only,function_word,57,diagonal_gaussian_nb,validation,original,original,0.648148,0.639775,0.639775,0.0,0.0,0.0,54
qc_pass_only,function_word,57,diagonal_gaussian_nb,validation,paraphrase,original,0.431818,0.396717,0.410882,0.21633,0.243058,0.228893,44
qc_pass_only,function_word,57,diagonal_gaussian_nb,validation,modernize,original,0.54,0.52704,0.528314,0.108148,0.112735,0.111461,50
qc_pass_only,function_word,57,diagonal_gaussian_nb,validation,simplify,original,0.617021,0.574751,0.585748,0.031127,0.065024,0.054027,47
qc_pass_only,function_word,57,diagonal_gaussian_nb,test,original,original,0.555556,0.552546,0.552546,0.0,0.0,0.0,54
qc_pass_only,function_word,57,diagonal_gaussian_nb,test,paraphrase,original,0.468085,0.440504,0.428554,0.087471,0.112042,0.123992,47
qc_pass_only,function_word,57,diagonal_gaussian_nb,test,modernize,original,0.490566,0.471464,0.472812,0.06499,0.081082,0.079734,53
qc_pass_only,function_word,57,diagonal_gaussian_nb,test,simplify,original,0.411765,0.370872,0.374315,0.143791,0.181674,0.178231,51
qc_pass_only,function_word,57,linear_discriminant_shrinkage,validation,original,original,0.592593,0.584211,0.584211,0.0,0.0,0.0,54
qc_pass_only,function_word,57,linear_discriminant_shrinkage,validation,paraphrase,original,0.386364,0.353033,0.367587,0.206229,0.231178,0.216624,44
qc_pass_only,function_word,57,linear_discriminant_shrinkage,validation,modernize,original,0.46,0.448478,0.453164,0.132593,0.135733,0.131047,50
qc_pass_only,function_word,57,linear_discriminant_shrinkage,validation,simplify,original,0.468085,0.398093,0.419243,0.124508,0.186118,0.164968,47
qc_pass_only,function_word,57,linear_discriminant_shrinkage,test,original,original,0.574074,0.566936,0.566936,0.0,0.0,0.0,54
qc_pass_only,function_word,57,linear_discriminant_shrinkage,test,paraphrase,original,0.446809,0.415768,0.397904,0.127265,0.151168,0.169032,47
qc_pass_only,function_word,57,linear_discriminant_shrinkage,test,modernize,original,0.509434,0.484535,0.487872,0.06464,0.082401,0.079064,53
qc_pass_only,function_word,57,linear_discriminant_shrinkage,test,simplify,original,0.529412,0.505473,0.509566,0.044662,0.061463,0.05737,51
qc_pass_only,length_rhythm,8,nearest_centroid,validation,original,original,0.351852,0.322724,0.322724,0.0,0.0,0.0,54
qc_pass_only,length_rhythm,8,nearest_centroid,validation,paraphrase,original,0.363636,0.33925,0.345849,-0.011784,-0.016526,-0.023125,44
qc_pass_only,length_rhythm,8,nearest_centroid,validation,modernize,original,0.4,0.395328,0.395015,-0.048148,-0.072604,-0.072291,50
qc_pass_only,length_rhythm,8,nearest_centroid,validation,simplify,original,0.340426,0.267143,0.26137,0.011426,0.055581,0.061354,47
qc_pass_only,length_rhythm,8,nearest_centroid,test,original,original,0.314815,0.284628,0.284628,0.0,0.0,0.0,54
qc_pass_only,length_rhythm,8,nearest_centroid,test,paraphrase,original,0.382979,0.344718,0.35887,-0.068164,-0.06009,-0.074242,47
qc_pass_only,length_rhythm,8,nearest_centroid,test,modernize,original,0.377358,0.371745,0.371684,-0.062543,-0.087117,-0.087056,53
qc_pass_only,length_rhythm,8,nearest_centroid,test,simplify,original,0.333333,0.286928,0.289231,-0.018518,-0.0023,-0.004603,51
qc_pass_only,length_rhythm,8,diagonal_gaussian_nb,validation,original,original,0.296296,0.271934,0.271934,0.0,0.0,0.0,54
qc_pass_only,length_rhythm,8,diagonal_gaussian_nb,validation,paraphrase,original,0.318182,0.292728,0.299378,-0.021886,-0.020794,-0.027444,44
qc_pass_only,length_rhythm,8,diagonal_gaussian_nb,validation,modernize,original,0.28,0.247266,0.249968,0.016296,0.024668,0.021966,50
qc_pass_only,length_rhythm,8,diagonal_gaussian_nb,validation,simplify,original,0.212766,0.214195,0.217437,0.08353,0.057739,0.054497,47
qc_pass_only,length_rhythm,8,diagonal_gaussian_nb,test,original,original,0.388889,0.335566,0.335566,0.0,0.0,0.0,54
qc_pass_only,length_rhythm,8,diagonal_gaussian_nb,test,paraphrase,original,0.297872,0.267725,0.266937,0.091017,0.067841,0.068629,47
qc_pass_only,length_rhythm,8,diagonal_gaussian_nb,test,modernize,original,0.415094,0.377172,0.374854,-0.026205,-0.041606,-0.039288,53
qc_pass_only,length_rhythm,8,diagonal_gaussian_nb,test,simplify,original,0.333333,0.303992,0.296692,0.055556,0.031574,0.038874,51
qc_pass_only,length_rhythm,8,linear_discriminant_shrinkage,validation,original,original,0.333333,0.295865,0.295865,0.0,0.0,0.0,54
qc_pass_only,length_rhythm,8,linear_discriminant_shrinkage,validation,paraphrase,original,0.340909,0.308869,0.320043,-0.007576,-0.013004,-0.024178,44
qc_pass_only,length_rhythm,8,linear_discriminant_shrinkage,validation,modernize,original,0.42,0.410686,0.409031,-0.086667,-0.114821,-0.113166,50
qc_pass_only,length_rhythm,8,linear_discriminant_shrinkage,validation,simplify,original,0.297872,0.259699,0.259014,0.035461,0.036166,0.036851,47
qc_pass_only,length_rhythm,8,linear_discriminant_shrinkage,test,original,original,0.333333,0.30105,0.30105,0.0,0.0,0.0,54
