audit_id,text_id,passage_id,condition,author_id,author_name,work_id,work_title,qc_status,qc_flags,original_text_sha256,rewritten_text_sha256
E4_049,AUSTEN_EMMA_014__paraphrase,AUSTEN_EMMA_014,paraphrase,austen,Jane Austen,emma,Emma,pass,,24f10e1a7808601ade8265ee598ce376cf73446633a271fa473f3a2c5cbc2c32,ebfc8aba16715a357830fa68b3496e37078a1652140f009f711feec2f20a3ade
E4_050,WILDE_LORD_ARTHUR_STORIES_026__simplify,WILDE_LORD_ARTHUR_STORIES_026,simplify,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,pass,,12d80037ce4c3f3d3a641abe96f3518a473a32853f3e6eb525a7c4ba5f46b7ed,a456ec31eeef9964a05ad92fdedb6fda7acd4e2cb4dba05c36642a7bbcfc6531
E4_051,WILDE_DORIAN_GRAY_023__modernize,WILDE_DORIAN_GRAY_023,modernize,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,pass,,627e614d196dda243e1f8e5167949245928c28e63023d1c1c5ddae5137ce830a,9c032fd470f65cf87c9d64805486a616fafe6caf8e0b5c8ef22a926fd9520d32
E4_052,DICKENS_GREAT_EXPECTATIONS_013__simplify,DICKENS_GREAT_EXPECTATIONS_013,simplify,dickens,Charles Dickens,great_expectations,Great Expectations,pass,,f00e6691333b74ea030e1ac75697bdf5b9193e56e0a6b269f7434c94676e1704,0c02656cf8067567650c0825b7f53382bd31fcb11d1e06939f173d42e392d11c
E4_053,WILDE_DORIAN_GRAY_018__paraphrase,WILDE_DORIAN_GRAY_018,paraphrase,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,warning,length_soft_warning,3eb91456d87d1a2033a7c09bca32489f1245e7ca03640a8b1f8f4b7b446e9ece,7a519d6f888120c25f49db7905e003187ccf101b3c28463b382e6ac843fe024b
E4_054,DICKENS_OLIVER_TWIST_021__paraphrase,DICKENS_OLIVER_TWIST_021,paraphrase,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,6acd4be418dd6030dff4974deda40a675f888391eb2dfcc7c8d75078db2d9b6d,6257fc6947197f850d5030be499ba98ae8d01e73b7ed0f06fdf6a3a80ef46a83
E4_055,SHELLEY_THE_LAST_MAN_023__paraphrase,SHELLEY_THE_LAST_MAN_023,paraphrase,shelley,Mary Shelley,the_last_man,The Last Man,pass,,94342df4e2ae76ceb1afec36fe7d4d2c74f079baaf6c971e41ae74e42b3fe663,3b90adf44465620337402e28b2901296faf16522770e26c67913d424a5e28d27
E4_056,POE_WORKS_VOLUME_1_022__modernize,POE_WORKS_VOLUME_1_022,modernize,poe,Edgar Allan Poe,works_volume_1,The Works of Edgar Allan Poe Volume 1,pass,,a57f56d2936524342d550eefc56aecc51c285259511aa4cf1334b992c4bbe597,f25ba8f6d7aea819f09fc29c070bda8166cc1c1dbbf3b899e69499f227500e4a
E4_057,TWAIN_TOM_SAWYER_013__simplify,TWAIN_TOM_SAWYER_013,simplify,twain,Mark Twain,tom_sawyer,The Adventures of Tom Sawyer,pass,,ead0fadd9c8b8fe9015dbdcb2c8f85f9831486f2c760b62cd0622139251f4217,c103ac0f75f96ef3c499e45874510899ff06588215ab530f2b5d3e2fe5450a35
E4_058,DICKENS_OLIVER_TWIST_026__simplify,DICKENS_OLIVER_TWIST_026,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,ec2b609407156373b21b1fd63ab99c2ec58e20c515dc59d0820ad105738e63d3,495ce2c96efda1508d3171f6513f1fcd4e939b61006c6b96f0bfd6438656b8cf
E4_059,DICKENS_OLIVER_TWIST_015__simplify,DICKENS_OLIVER_TWIST_015,simplify,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,cbc681154dbe4bb87c522a935f41f7f26fb3435d2dca8f21cbf9b5ad478bca77,293517c5e3cb3a41526feb0da3ef6039fa7be2339524bea17e6337fa39078eb2
E4_060,TWAIN_HUCKLEBERRY_FINN_013__modernize,TWAIN_HUCKLEBERRY_FINN_013,modernize,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,pass,,a4eeb08e2b2313ccf327f4dc51f24baa1ed636a6690a8871a610c713b87d1047,30702e6f59c635c8e129fcf2a88ad061deadd7d06a973fa314e074f097773108
E4_061,AUSTEN_PRIDE_AND_PREJUDICE_001__paraphrase,AUSTEN_PRIDE_AND_PREJUDICE_001,paraphrase,austen,Jane Austen,pride_and_prejudice,Pride and Prejudice,pass,,2e90bedb188b5c3d7247543a8d9281e4a6a540d3dfea596e037c02533dcbedca,7018423daf962c3709c105a41c93649777503f0b06adbd43154bf50b80828a99
E4_062,AUSTEN_PRIDE_AND_PREJUDICE_030__modernize,AUSTEN_PRIDE_AND_PREJUDICE_030,modernize,austen,Jane Austen,pride_and_prejudice,Pride and Prejudice,pass,,1b52cd35a6d0dfef966769fb3fd016e9e93657be6630ef2b5c2628ce3aaef9e5,98fdfef74386f50fb1b854324efd371e47b71c2f4584e9bb3c75c5b443450414
E4_063,AUSTEN_EMMA_024__simplify,AUSTEN_EMMA_024,simplify,austen,Jane Austen,emma,Emma,pass,,6113877adc489549b67c6bef6f7dea885829b25b730643acbc44149e37e93f20,683658c6dd7819861e61b0de946457fc0b9096d270da7bcf2349c631064fc800
E4_064,SHELLEY_FRANKENSTEIN_017__simplify,SHELLEY_FRANKENSTEIN_017,simplify,shelley,Mary Shelley,frankenstein,Frankenstein or The Modern Prometheus,pass,,2071dbb6c9fe2f8e0982197f551f5e299f3a8c0016f2f00ff0812c97960ff25b,dbf7ffcf95686d3298cc73387fc1643f3ba329c5d65ca31975731e6708627002
E4_065,WILDE_LORD_ARTHUR_STORIES_007__modernize,WILDE_LORD_ARTHUR_STORIES_007,modernize,wilde,Oscar Wilde,lord_arthur_stories,Lord Arthur Savile's Crime and Other Stories,pass,,37593cd3ab27f7b34fdd82bdd428b9e1479b69dcd01f207328761b948af9753d,eb9744f7933dc3e5502347631fc48fb8878b23f1d33bcfa7cedaacc303672f7a
E4_066,DICKENS_OLIVER_TWIST_026__modernize,DICKENS_OLIVER_TWIST_026,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,ec2b609407156373b21b1fd63ab99c2ec58e20c515dc59d0820ad105738e63d3,6fb017b308bcf9f059f5d7ee1487b4eaf43b6f9d8366d73de69d7bcd1de47e8c
E4_067,SHELLEY_FRANKENSTEIN_009__paraphrase,SHELLEY_FRANKENSTEIN_009,paraphrase,shelley,Mary Shelley,frankenstein,Frankenstein or The Modern Prometheus,pass,,a24761c294cae8d260791a8d2207f78dd45952e34342dda808b949da59b1e683,7137125fa56cdd3701e8ac8d6e24ca9bf83924f19d17e21f1f752ef314fc0a34
E4_068,AUSTEN_EMMA_030__simplify,AUSTEN_EMMA_030,simplify,austen,Jane Austen,emma,Emma,pass,,2dd7a57b1c1d15bb32236751cbab31c2cc337a31d75a3346a082ed3c103668b7,f3c5661a1c1a333550f5f02e57de0e976967f3ad0215aedc7ce45562ae5377c0
E4_069,AUSTEN_EMMA_021__modernize,AUSTEN_EMMA_021,modernize,austen,Jane Austen,emma,Emma,pass,,51d5c66981f2ee4a6736f77782a1a92b5b442743f811a7f839fc894c86926832,58f4d217d180ed84a5eda3df04e1a21af1676e8ff39b010672912b8167a7dbbf
E4_070,AUSTEN_EMMA_023__modernize,AUSTEN_EMMA_023,modernize,austen,Jane Austen,emma,Emma,pass,,11e7b885c9481d99619632867397361486b5038d55445cc9623cc66a81126bba,06ec9c2421e28b569d089415ee3e534097927f582bb38fd5f3364ef7c76295f0
E4_071,SHELLEY_THE_LAST_MAN_003__simplify,SHELLEY_THE_LAST_MAN_003,simplify,shelley,Mary Shelley,the_last_man,The Last Man,pass,,e3b55515fd6e064b3b1609b9bab3a7a98cc2faa65c681ca47d01c587200b0744,b96a1f8ce6ce6fd27d093b54c5431cef8d05aab43f5b78fe73e467bdc737c43e
E4_072,POE_WORKS_VOLUME_2_025__modernize,POE_WORKS_VOLUME_2_025,modernize,poe,Edgar Allan Poe,works_volume_2,The Works of Edgar Allan Poe Volume 2,pass,,530c53d122fe40adcaa68699f11f921a5218806d62cd11ac72824917813dc493,8cb616e9eb0178c30687ed0bca82568c24067495ec3bf3e3e5f708d7c5377476
E4_073,AUSTEN_PRIDE_AND_PREJUDICE_015__simplify,AUSTEN_PRIDE_AND_PREJUDICE_015,simplify,austen,Jane Austen,pride_and_prejudice,Pride and Prejudice,pass,,fe863cc68695516ac43c9d7fd4458c5a4b8e59c941e2743792792cfb374abd85,467aca08288ab5c44ac2f2a59aa760e1766c293c97782910a415a721468e435d
E4_074,TWAIN_HUCKLEBERRY_FINN_014__paraphrase,TWAIN_HUCKLEBERRY_FINN_014,paraphrase,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,pass,,31b6d6cb1465079a30ac42ec52b51faea5d81796e5a364adfb3501e59b4f4ee4,16a5d790dd1f36fed8c5f003ad68c3943ee35fd34e7595c30d633329b6b4257d
E4_075,DICKENS_OLIVER_TWIST_022__modernize,DICKENS_OLIVER_TWIST_022,modernize,dickens,Charles Dickens,oliver_twist,Oliver Twist,pass,,ea009832591133153f7f5322d893dbc7bbd8dd7b91a446c95825f3287a4d46f3,730eee77dcf1b92701a537ab408881d9b29f637231ca72bf625e24163b1a57b5
E4_076,AUSTEN_EMMA_023__simplify,AUSTEN_EMMA_023,simplify,austen,Jane Austen,emma,Emma,pass,,11e7b885c9481d99619632867397361486b5038d55445cc9623cc66a81126bba,dfdb47d0e2253f6bca678c55328925faab2a53bca379f35ebe0921da6e45bfea
E4_077,WILDE_DORIAN_GRAY_009__modernize,WILDE_DORIAN_GRAY_009,modernize,wilde,Oscar Wilde,dorian_gray,The Picture of Dorian Gray,pass,,83c8fb9a52c36388f276fff374d722238a2e7d3a095b287dd961b486943524b1,cd32f4e8914420dbf51dd228a414f3a5b0b79c3b772ff11609242c25680212d6
E4_078,AUSTEN_EMMA_016__modernize,AUSTEN_EMMA_016,modernize,austen,Jane Austen,emma,Emma,pass,,3683d76cb00e585399ca913cfd5bdc4ee4f2dee74f0d2d727d9a8c68b670a5b2,6926b1fe395923d40342553c803405ee7ee19dd5c67500454a696c7840d7bc51
